titulo,texto,data,fonte,url,origem,aspecto,sentimento,analises_detalhadas,relevancia,candidatos,regiao,tema,candidatos_mencionados
Lula anuncia medidas sobre economia em Minas Gerais,"Em pronunciamento hoje, Lula anuncia um conjunto de medidas relacionadas a economia. Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema. Cláudio Castro também comentou sobre o assunto, expressando opinião contrária. A proposta inclui redução de impostos e incentivos para pequenas empresas. ",2025-05-10,UOL,https://exemplo.com/uol/economia/4,UOL Notícias,economia,neutro,"[{'texto': 'Lula anuncia medidas sobre economia em Minas Gerais', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Lula anuncia um conjunto de medidas relacionadas a economia.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Cláudio Castro também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'A proposta inclui redução de impostos e incentivos para pequenas empresas.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}]",5,,Minas Gerais,economia,"['Lula', 'Cláudio Castro']"
Arthur Lira discute medidas sobre eleições em Nordeste,"Em pronunciamento hoje, Arthur Lira discute um conjunto de medidas relacionadas a eleições. Durante evento em Nordeste, o político destacou a importância de priorizar este tema. Eduardo Leite também comentou sobre o assunto, expressando opinião contrária. ",2025-05-09,UOL,https://exemplo.com/uol/eleições/5,UOL Notícias,outros,neutro,"[{'texto': 'Arthur Lira discute medidas sobre eleições em Nordeste', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira discute um conjunto de medidas relacionadas a eleições.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Nordeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Eduardo Leite também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Nordeste,eleições,"['Arthur Lira', 'Eduardo Leite']"
Arthur Lira rejeita medidas sobre educação em Norte,"Em pronunciamento hoje, Arthur Lira rejeita um conjunto de medidas relacionadas a educação. Durante evento em Norte, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. O plano prevê investimentos em escolas públicas e valorização dos professores. ",2025-05-25,UOL,https://exemplo.com/uol/educação/6,UOL Notícias,outros,neutro,"[{'texto': 'Arthur Lira rejeita medidas sobre educação em Norte', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira rejeita um conjunto de medidas relacionadas a educação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Norte, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O plano prevê investimentos em escolas públicas e valorização dos professores.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Norte,educação,"['Arthur Lira', 'Lula']"
Arthur Lira critica medidas sobre judiciário em Minas Gerais,"Em pronunciamento hoje, Arthur Lira critica um conjunto de medidas relacionadas a judiciário. Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. ",2025-05-25,UOL,https://exemplo.com/uol/judiciário/7,UOL Notícias,outros,neutro,"[{'texto': 'Arthur Lira critica medidas sobre judiciário em Minas Gerais', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira critica um conjunto de medidas relacionadas a judiciário.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Minas Gerais, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Minas Gerais,judiciário,"['Arthur Lira', 'Tarcísio de Freitas']"
Cláudio Castro rejeita medidas sobre saúde em Nordeste,"Em pronunciamento hoje, Cláudio Castro rejeita um conjunto de medidas relacionadas a saúde. Durante evento em Nordeste, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. As medidas visam melhorar o atendimento no SUS e reduzir filas de espera. ",2025-06-05,UOL,https://exemplo.com/uol/saúde/8,UOL Notícias,outros,neutro,"[{'texto': 'Cláudio Castro rejeita medidas sobre saúde em Nordeste', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Cláudio Castro rejeita um conjunto de medidas relacionadas a saúde.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Nordeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As medidas visam melhorar o atendimento no SUS e reduzir filas de espera.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Nordeste,saúde,"['Cláudio Castro', 'Tarcísio de Freitas']"
Eduardo Leite aprova medidas sobre economia em Nordeste,"Em pronunciamento hoje, Eduardo Leite aprova um conjunto de medidas relacionadas a economia. Durante evento em Nordeste, o político destacou a importância de priorizar este tema. Cláudio Castro também comentou sobre o assunto, expressando opinião contrária. A proposta inclui redução de impostos e incentivos para pequenas empresas. ",2025-05-12,UOL,https://exemplo.com/uol/economia/9,UOL Notícias,economia,neutro,"[{'texto': 'Eduardo Leite aprova medidas sobre economia em Nordeste', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Eduardo Leite aprova um conjunto de medidas relacionadas a economia.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Nordeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Cláudio Castro também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'A proposta inclui redução de impostos e incentivos para pequenas empresas.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}]",5,,Nordeste,economia,"['Eduardo Leite', 'Cláudio Castro']"
Eduardo Leite aprova medidas sobre economia em Amazonas,"Em pronunciamento hoje, Eduardo Leite aprova um conjunto de medidas relacionadas a economia. Durante evento em Amazonas, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. A proposta inclui redução de impostos e incentivos para pequenas empresas. ",2025-05-14,UOL,https://exemplo.com/uol/economia/10,UOL Notícias,economia,neutro,"[{'texto': 'Eduardo Leite aprova medidas sobre economia em Amazonas', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Eduardo Leite aprova um conjunto de medidas relacionadas a economia.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Amazonas, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'A proposta inclui redução de impostos e incentivos para pequenas empresas.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}]",5,,Amazonas,economia,"['Eduardo Leite', 'Tarcísio de Freitas']"
Cláudio Castro rejeita medidas sobre economia em Rio de Janeiro,"Em pronunciamento hoje, Cláudio Castro rejeita um conjunto de medidas relacionadas a economia. Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. A proposta inclui redução de impostos e incentivos para pequenas empresas. ",2025-05-09,UOL,https://exemplo.com/uol/economia/11,UOL Notícias,economia,neutro,"[{'texto': 'Cláudio Castro rejeita medidas sobre economia em Rio de Janeiro', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Cláudio Castro rejeita um conjunto de medidas relacionadas a economia.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Rio de Janeiro, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'A proposta inclui redução de impostos e incentivos para pequenas empresas.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}]",5,,Rio de Janeiro,economia,"['Cláudio Castro', 'Arthur Lira']"
Arthur Lira aprova medidas sobre educação em Norte,"Em pronunciamento hoje, Arthur Lira aprova um conjunto de medidas relacionadas a educação. Durante evento em Norte, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. O plano prevê investimentos em escolas públicas e valorização dos professores. ",2025-05-29,UOL,https://exemplo.com/uol/educação/12,UOL Notícias,outros,neutro,"[{'texto': 'Arthur Lira aprova medidas sobre educação em Norte', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira aprova um conjunto de medidas relacionadas a educação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Norte, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O plano prevê investimentos em escolas públicas e valorização dos professores.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Norte,educação,"['Arthur Lira', 'Lula']"
Arthur Lira aprova medidas sobre economia em Bahia,"Em pronunciamento hoje, Arthur Lira aprova um conjunto de medidas relacionadas a economia. Durante evento em Bahia, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. A proposta inclui redução de impostos e incentivos para pequenas empresas. ",2025-05-16,Estadão,https://exemplo.com/estadão/economia/2,Estadão Política,economia,neutro,"[{'texto': 'Arthur Lira aprova medidas sobre economia em Bahia', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Arthur Lira aprova um conjunto de medidas relacionadas a economia.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Bahia, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'A proposta inclui redução de impostos e incentivos para pequenas empresas.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}]",5,,Bahia,economia,"['Arthur Lira', 'Lula']"
Tarcísio de Freitas discute medidas sobre inflação em Amazonas,"Em pronunciamento hoje, Tarcísio de Freitas discute um conjunto de medidas relacionadas a inflação. Durante evento em Amazonas, o político destacou a importância de priorizar este tema. Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária. ",2025-05-19,Estadão,https://exemplo.com/estadão/inflação/3,Estadão Política,outros,neutro,"[{'texto': 'Tarcísio de Freitas discute medidas sobre inflação em Amazonas', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Tarcísio de Freitas discute um conjunto de medidas relacionadas a inflação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Amazonas, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Amazonas,inflação,"['Tarcísio de Freitas', 'Rodrigo Pacheco']"
Cláudio Castro aprova medidas sobre saúde em Sul,"Em pronunciamento hoje, Cláudio Castro aprova um conjunto de medidas relacionadas a saúde. Durante evento em Sul, o político destacou a importância de priorizar este tema. Eduardo Leite também comentou sobre o assunto, expressando opinião contrária. As medidas visam melhorar o atendimento no SUS e reduzir filas de espera. ",2025-05-24,Estadão,https://exemplo.com/estadão/saúde/4,Estadão Política,outros,neutro,"[{'texto': 'Cláudio Castro aprova medidas sobre saúde em Sul', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Cláudio Castro aprova um conjunto de medidas relacionadas a saúde.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Sul, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Eduardo Leite também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As medidas visam melhorar o atendimento no SUS e reduzir filas de espera.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Sul,saúde,"['Cláudio Castro', 'Eduardo Leite']"
Tarcísio de Freitas propõe medidas sobre segurança em Nordeste,"Em pronunciamento hoje, Tarcísio de Freitas propõe um conjunto de medidas relacionadas a segurança. Durante evento em Nordeste, o político destacou a importância de priorizar este tema. Cláudio Castro também comentou sobre o assunto, expressando opinião contrária. O projeto pretende aumentar o efetivo policial e modernizar equipamentos. ",2025-05-23,Estadão,https://exemplo.com/estadão/segurança/5,Estadão Política,outros,neutro,"[{'texto': 'Tarcísio de Freitas propõe medidas sobre segurança em Nordeste', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Tarcísio de Freitas propõe um conjunto de medidas relacionadas a segurança.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Nordeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Cláudio Castro também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O projeto pretende aumentar o efetivo policial e modernizar equipamentos.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Nordeste,segurança,"['Tarcísio de Freitas', 'Cláudio Castro']"
Eduardo Leite propõe medidas sobre reforma em Bahia,"Em pronunciamento hoje, Eduardo Leite propõe um conjunto de medidas relacionadas a reforma. Durante evento em Bahia, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. ",2025-05-19,Estadão,https://exemplo.com/estadão/reforma/6,Estadão Política,outros,neutro,"[{'texto': 'Eduardo Leite propõe medidas sobre reforma em Bahia', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Eduardo Leite propõe um conjunto de medidas relacionadas a reforma.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Bahia, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Bahia,reforma,"['Eduardo Leite', 'Tarcísio de Freitas']"
Cláudio Castro anuncia medidas sobre saúde em Amazonas,"Em pronunciamento hoje, Cláudio Castro anuncia um conjunto de medidas relacionadas a saúde. Durante evento em Amazonas, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. As medidas visam melhorar o atendimento no SUS e reduzir filas de espera. ",2025-05-21,Estadão,https://exemplo.com/estadão/saúde/7,Estadão Política,outros,neutro,"[{'texto': 'Cláudio Castro anuncia medidas sobre saúde em Amazonas', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Cláudio Castro anuncia um conjunto de medidas relacionadas a saúde.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Amazonas, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As medidas visam melhorar o atendimento no SUS e reduzir filas de espera.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Amazonas,saúde,"['Cláudio Castro', 'Lula']"
Arthur Lira anuncia medidas sobre educação em Sul,"Em pronunciamento hoje, Arthur Lira anuncia um conjunto de medidas relacionadas a educação. Durante evento em Sul, o político destacou a importância de priorizar este tema. Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária. O plano prevê investimentos em escolas públicas e valorização dos professores. ",2025-05-12,Estadão,https://exemplo.com/estadão/educação/8,Estadão Política,outros,neutro,"[{'texto': 'Arthur Lira anuncia medidas sobre educação em Sul', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira anuncia um conjunto de medidas relacionadas a educação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Sul, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Rodrigo Pacheco também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O plano prevê investimentos em escolas públicas e valorização dos professores.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Sul,educação,"['Arthur Lira', 'Rodrigo Pacheco']"
Lula discute medidas sobre eleições em Sul,"Em pronunciamento hoje, Lula discute um conjunto de medidas relacionadas a eleições. Durante evento em Sul, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. ",2025-06-07,Estadão,https://exemplo.com/estadão/eleições/9,Estadão Política,outros,neutro,"[{'texto': 'Lula discute medidas sobre eleições em Sul', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Lula discute um conjunto de medidas relacionadas a eleições.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Sul, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Sul,eleições,"['Lula', 'Arthur Lira']"
Arthur Lira veta medidas sobre economia em Norte,"Em pronunciamento hoje, Arthur Lira veta um conjunto de medidas relacionadas a economia. Durante evento em Norte, o político destacou a importância de priorizar este tema. Cláudio Castro também comentou sobre o assunto, expressando opinião contrária. A proposta inclui redução de impostos e incentivos para pequenas empresas. ",2025-05-09,Estadão,https://exemplo.com/estadão/economia/10,Estadão Política,economia,neutro,"[{'texto': 'Arthur Lira veta medidas sobre economia em Norte', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Arthur Lira veta um conjunto de medidas relacionadas a economia.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Norte, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Cláudio Castro também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'A proposta inclui redução de impostos e incentivos para pequenas empresas.', 'aspecto': 'economia', 'sentimento': 'neutro', 'relevancia': 1}]",5,,Norte,economia,"['Arthur Lira', 'Cláudio Castro']"
Arthur Lira rejeita medidas sobre saúde em Amazonas,"Em pronunciamento hoje, Arthur Lira rejeita um conjunto de medidas relacionadas a saúde. Durante evento em Amazonas, o político destacou a importância de priorizar este tema. Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária. As medidas visam melhorar o atendimento no SUS e reduzir filas de espera. ",2025-05-11,Estadão,https://exemplo.com/estadão/saúde/11,Estadão Política,outros,neutro,"[{'texto': 'Arthur Lira rejeita medidas sobre saúde em Amazonas', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira rejeita um conjunto de medidas relacionadas a saúde.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Amazonas, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Tarcísio de Freitas também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As medidas visam melhorar o atendimento no SUS e reduzir filas de espera.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Amazonas,saúde,"['Arthur Lira', 'Tarcísio de Freitas']"
Cláudio Castro apresenta medidas sobre educação em Centro-Oeste,"Em pronunciamento hoje, Cláudio Castro apresenta um conjunto de medidas relacionadas a educação. Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema. Arthur Lira também comentou sobre o assunto, expressando opinião contrária. O plano prevê investimentos em escolas públicas e valorização dos professores. ",2025-05-28,Folha,https://exemplo.com/folha/educação/1,Folha de São Paulo,outros,neutro,"[{'texto': 'Cláudio Castro apresenta medidas sobre educação em Centro-Oeste', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Cláudio Castro apresenta um conjunto de medidas relacionadas a educação.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Arthur Lira também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O plano prevê investimentos em escolas públicas e valorização dos professores.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Centro-Oeste,educação,"['Cláudio Castro', 'Arthur Lira']"
Tarcísio de Freitas defende medidas sobre congresso em Amazonas,"Em pronunciamento hoje, Tarcísio de Freitas defende um conjunto de medidas relacionadas a congresso. Durante evento em Amazonas, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. ",2025-05-20,Folha,https://exemplo.com/folha/congresso/2,Folha de São Paulo,congresso,neutro,"[{'texto': 'Tarcísio de Freitas defende medidas sobre congresso em Amazonas', 'aspecto': 'congresso', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Em pronunciamento hoje, Tarcísio de Freitas defende um conjunto de medidas relacionadas a congresso.', 'aspecto': 'congresso', 'sentimento': 'neutro', 'relevancia': 1}, {'texto': 'Durante evento em Amazonas, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",4,,Amazonas,congresso,"['Tarcísio de Freitas', 'Lula']"
Arthur Lira defende medidas sobre corrupção em Bahia,"Em pronunciamento hoje, Arthur Lira defende um conjunto de medidas relacionadas a corrupção. Durante evento em Bahia, o político destacou a importância de priorizar este tema. Lula também comentou sobre o assunto, expressando opinião contrária. As propostas incluem maior transparência e mecanismos de controle. ",2025-06-06,Folha,https://exemplo.com/folha/corrupção/3,Folha de São Paulo,outros,neutro,"[{'texto': 'Arthur Lira defende medidas sobre corrupção em Bahia', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Arthur Lira defende um conjunto de medidas relacionadas a corrupção.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Bahia, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Lula também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'As propostas incluem maior transparência e mecanismos de controle.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Bahia,corrupção,"['Arthur Lira', 'Lula']"
Rodrigo Pacheco veta medidas sobre segurança em Centro-Oeste,"Em pronunciamento hoje, Rodrigo Pacheco veta um conjunto de medidas relacionadas a segurança. Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema. Eduardo Leite também comentou sobre o assunto, expressando opinião contrária. O projeto pretende aumentar o efetivo policial e modernizar equipamentos. ",2025-05-26,Folha,https://exemplo.com/folha/segurança/4,Folha de São Paulo,outros,neutro,"[{'texto': 'Rodrigo Pacheco veta medidas sobre segurança em Centro-Oeste', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Em pronunciamento hoje, Rodrigo Pacheco veta um conjunto de medidas relacionadas a segurança.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Durante evento em Centro-Oeste, o político destacou a importância de priorizar este tema.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'Eduardo Leite também comentou sobre o assunto, expressando opinião contrária.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}, {'texto': 'O projeto pretende aumentar o efetivo policial e modernizar equipamentos.', 'aspecto': 'outros', 'sentimento': 'neutro', 'relevancia': 0}]",5,,Centro-Oeste,segurança,"['Rodrigo Pacheco', 'Eduardo Leite']"
